id,text,label_list,PRODUCT_POSITIVE,PRODUCT_NEGATIVE,PRODUCT_NEUTRAL,PRICE_POSITIVE,PRICE_NEGATIVE,PRICE_NEUTRAL,PLACE_POSITIVE,PLACE_NEGATIVE,PLACE_NEUTRAL,PROMOTION_POSITIVE,PROMOTION_NEGATIVE,PROMOTION_NEUTRAL,OUT_OF_TOPIC
1886,tempat menyenangkan untuk belanja,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1887,kualitas produk sangaattt baguss respon nya cepat dan pastinya bakal langganan di sni,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1888,bagus tabel juga bahannya,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1889,pilihan banyak tempat menarik bersih dan pelayanan ramah,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1890,bagus banget sesuai dengan gambar ukuran pas,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1891,tempatnya bersih koleksi bajunya kekinian harga terjangkau,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
1892,bahan enak produk dan ukuran sesuai gambar,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1893,koleksinya lengkap,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1894,keren sih tapi sayang kebesaran padahal udah ambil size yang paling kecil cuman tadi bingung aja pas di buka ada noda sedikit di barang nya tapi kualitas nya jangan di,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
1895,karyawannya ramah seneng banget belanja disini tempatnya luas pokoknya ngga nyesel dehh,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1896,koleksi luculucuu,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1897,bahan tipis kaya harga 70 80 rbu,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
1898,kualitas jelek pengiriman lama mengecewakan,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1899,bad attitude banget gak mau lagi kesini muka pelayanan service nya jelek kurang ramah apalagi kassa jutek jutek jawabnya tolong dong saya juga beli di situ bukan mau mengambil terutama kassa yg tanpa hijab ya ampun gak mau lagi deh antrinya sangat lama udah tau gitu kenapa tidak membuka 2,PLACE_NEGATIVE,0,0,0,0,0,0,0,1,0,0,0,0,0
1900,koleksi bajunya cantik harga affordable wajib mampir,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1901,koleksinya bagus dan harganya terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1902,toko amanah saya beli online dan barang yang datang bagus sesuai dengan ekspektasi,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1903,good quality clothes and very nice service,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1904,nice shirt bahannya enak thankyou so much langsung beli seabrek menyesal gk nambah items lagi haha,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1905,dari dlu beli di hos bajunya bagus bgt kualitasnya bagus nyaman di pake kakaknya ramah seneng bgtt,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1906,barang bagus pelayanan baik stok banyak,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1907,udah tau kasirnya antri tp pelayanan gak sat set banget,PLACE_NEGATIVE,0,0,0,0,0,0,0,1,0,0,0,0,0
1908,bahan adem kualitasnya bagus packing rapi jahitan rapi pengiriman sangat cepat,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1909,kualitas produk bagus banget next order lagi,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1910,pelayanannya baik mba nya ramah banget mau bantu aku cari outfit walaupun aku rewel bgt milih bajunya tapi mereka sabar dan selalu punya solusi yang tepaat,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1911,celananya bagus banget sesuaii dan kain nya lembut,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1912,fittingannya pas banget otw beli warna lain,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1913,paket celana sweat pants telah diterima dgn kwalitas produk yg bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1914,baguss banget bahannya puas sedikit kebesaran di suami tapi masih aman lah karna oversize jugak kan modelnya,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1915,bahan tebal enak d pakai size nya pas banget mantap ga ada kekurangan,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1916,cutingannya bagus pas di badan bahannya lembut dan adem,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1917,toko fasion yang mungkin bakalan ramai dan hits nantinya letaknya di jakal barangnya terjangkau tempat luas dengan 3 lantai masing lantai berbeda lantai 1 untuk aksesoris dll lantai 2 pakaian wanita dan lantai 3 untuk laki rekomended sekali parkir juga tersedia luas,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1918,tempat lucu nyaman staff helpful,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1919,baju pas dan sesuai bahan nyaman,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1920,koleksi banju nya lengkap banget koleksi kekinian juga harga juga sangat terjangkau sekai,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1921,bajunya cakep cakep worth to buy guys,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1922,tempat nyaman banyak pilihan baju lucu,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1923,pelayanan ramah baju bagus bagus,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1924,sesuai ekspetasi barangnya bagus dan nyaman dipakai tapi belum di coba di luar ruangan saat siang hari,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1925,bagus cek di vt saya,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1926,sebenarnya produk nya bagus cuman owner nya ngirim celana yg abu aku pesen yg black,PRODUCT_POSITIVE|PLACE_NEGATIVE,1,0,0,0,0,0,0,1,0,0,0,0,0
1927,pelayanan bagus admin membantu baju lucu,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1928,bajunya cantik dan harganya terjangkau storenya nyaman dan bersih,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1929,bangus banget barangnyaterus juga adminny selalu respon apapun keluhanbagus deh kalo kalian yang pengen belanja,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1930,enak 1012 dengan merk klotfai,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1931,yang dipesan hitam yang datang abu kehijauan gitu mana ada tulisan bad kayaknya dikasi baeang reject dah,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
1932,bahannya bagus dipakai juga nyaman,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1933,enak bgt tebelll lembut jahitan g usah dtanya lg screamous mah d best ini ke 3x nya blanja disni slalu puass,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1934,celana datang tanpa cacat tapi kenapa longgar ibarat baju oversize pesan ukuran 30 dengan lag opening 23 kenapa yg datang 25 untuk bahan bagus tapi penggunaan hrs diperha,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1935,ukuran sesuai dan bahan ringan dan adem saya suka terimakasih,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1936,bagus cocok ke badan ikutin dari tabel ukuran hehe,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1937,baju di toko ini bagus dan modern banget buat yg jauh dan mau pesan via online jangan raguragu karena baju disini realpict dan pelayanan nya juga top,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1938,saya pesen moss brown yang datang dark olive,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1939,kak ini baju kalo jadi orang aku nikahi btw aju mau pesan lagi warna lain haha,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1940,tempatnya nyaman dan bajunya lucu lucu,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1941,all outfit from zano solusi buat aku yg kl prgi suka cari baju dadakan mau cri yg murah kualitasnya uda bisa dpt yg oke nyari yg premium dgn hrg sedikit lebih mahal jg masih affordable and worth to buy,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1942,bagus banget bajunya harganya juga harga pelajar tapi kualitasnya oke banget worth to buy,PRODUCT_POSITIVE|PRICE_POSITIVE|PROMOTION_POSITIVE,1,0,0,1,0,0,0,0,0,1,0,0,0
1943,modelnya mantap ukuran pas,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1944,koleksi bajunya lengkapbagus2 tapi sayang stafnya yg ciri2 nya badannya tinggi agak besar namanya v mukanya jutek banget ga ada senyumga helpfullpas ditanyain baik2 jawabannya judes sambil laluga sambil natap muka customerbeda banget sama hos yg di jl sabirinramah2 poll staf disana saya baru berkunjung kemarin jumat tgl 27 februari 2026,PRODUCT_POSITIVE|PLACE_NEGATIVE,1,0,0,0,0,0,0,1,0,0,0,0,0
1945,selalu puassdh beli untuk yg ke sekian kalinya,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1946,barang nya lengkappelayan bagusramahcepatharga sangat terjangkaubagi saya kurang di barang seperti dompet kartu tempat strategisterimakasih,PRODUCT_POSITIVE|PRICE_POSITIVE|PROMOTION_NEUTRAL,1,0,0,1,0,0,0,0,0,0,0,1,0
1947,pelayanan ramah dan banyak pilihan,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1948,bajunya bagus bagus dan trendy bangettt,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1949,bagus bahan nya adem cuttingan nya bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1950,kualitas produk sangat baik puas banget,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1951,bahan premium model jelas kece rekom sii,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1952,belanja disini harga murah terjangkau pelayanan nya ramah dijamin ga nyesel,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
1953,sudah langganan kebetulan sedang di yogyakarta tidak sengaja lewat biasa beli online barang lengkap pelayanan oke,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1954,barang2nya banyak harganya murah,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1955,bahan nya gampang kusut,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
1956,style bajunya bagus harga affordable dan tempat strategis,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1957,bajunya cantik dan harganya terjangkau storenya nyaman dan bersih,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1958,bahan nyaman ukuran pas dan premium quality,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1959,pesan 2 datang hanya 1 penipu ni seller,PLACE_NEGATIVE,0,0,0,0,0,0,0,1,0,0,0,0,0
1960,belanja baju di jogja kualitas bagus harga pelajar banyak pilihan staff ramah,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1961,bahannya tebel adem pokonya best dehh,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1962,geloo bhnya tebel bnrr alus nyaman dan kece abis dah tq onoma,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1963,bagus bajunya kekinian top,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1964,kualitas produk saya suka produk ini karna dia bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1965,bagus banget bahannya dan sesuai di etalase ga nyesel deh,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1966,sukaa bangttttt kainnyaa tebaall jugaa,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1967,bahan product quality goood bahannyaa enak,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1968,kualitas produk bahannya adem bb 90 pake uk 34 masih kebesaran overall bagus sih bahannya,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1969,nice price,PRICE_POSITIVE,0,0,0,1,0,0,0,0,0,0,0,0,0
1970,keren banyak produk branded tapi harus milih yg oke per lantai ada macam2 produk lantai 1 aksesoris lantai 2 untuk perempuan lantai 3 untuk cowok dan anak,PRODUCT_POSITIVE|PRODUCT_NEUTRAL,1,0,1,0,0,0,0,0,0,0,0,0,0
1971,kualitas produk bagusss bgt pesen kemarin hri ini uda dtg sukaa,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1972,tempat bersih nyaman dan luas banyak barang branded dengan harga dibawah pasaran terdiri dari 3 lantai lantai 1 accesoris wanita dan anak lantai 2 fashion wanita lantai 3fashion pria dan anak parkiran saingan luas dan motor hanya 1000 sedangkan mobil 2000 silahkan cek barang dengan teliti sebelum dibawa ke kasir ada khusus member atau resseler harga khusus tersedia banyak ruang fitting room hanya satu yang bikin saya kecewa pelayanan kasir kurang memuaskan dan juga ada 1 buah baju yg sudah saya bawa ke kasir harga awal 75 berubah jadi 99 ribu dengan alasan lupa di ganti tapi karena terlanjur suka akhirnya tetap saya beli,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE|PLACE_NEGATIVE,1,0,0,1,0,0,1,1,0,0,0,0,0
1973,bangus banget barangnyaterus juga adminny selalu respon apapun keluhanbagus deh kalo kalian yang pengen belanja,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1974,admin nya sabar mantap dah pokoknya kualitas produk bagus,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1975,kualitas produk bagus banget next order lagi,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1976,beragam fashion branded dan lokal yg keren dan fashionable tempatnya nyaman dan menyenangkan,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1977,pelayanan baik staff ramah barang up to date,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1978,udah beberapa kali beli gak pernah kecewa bahannya adem,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
1979,cuttinya oke bahannya mantep pas dipakenya bakal checkout warna lain deh habis ini,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1980,bagus banget bajunya harganya juga oke,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1981,bagus murah,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1982,belanja di fasion icon perlengkapan baju mulai anak dewasa terlengkap langganan belanja disini kualitas juara pokoknya mantap sukses selalu,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1983,bagus harga affordable,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1984,cocok untuk cari baju wanita harga terjangkau model kekinian,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1985,pilihan bagus untuk cari outfit,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1986,pesen online sesuai deh yg di pesan admin jg ramahh,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1987,baranggggnyaaaa cepett bngett sampeenyaaa dannn sesuaiii ekspektasi bagusss bahanyaaa ademmm nyamannn dipakeee dannn bahanyaaa jugaaaa hangatt hargaa terjangkau,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
1988,barang lucu lengkap dan murah recommended,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1989,kualitas produk bagus nyaman dipakai bahan nya juga lembut,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1990,bahannya adem ngak bikin panaskeren,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1991,front staff tidak ramah padahal sudah membeli pengalaman kurang menyenangkan,PLACE_NEGATIVE,0,0,0,0,0,0,0,1,0,0,0,0,0
1992,bahan ga tipis ga tebal lumayan lahhalus jahitan dan cuttingannya rapih worthit,PRODUCT_POSITIVE|PRODUCT_NEUTRAL|PRICE_POSITIVE,1,0,1,1,0,0,0,0,0,0,0,0,0
1993,kualitas produk bahannya tebel mantap enak saat dipakai,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
1994,dapat info dari temen disini bagus lanjut ngajak cewekku tapi sempet syok karena pegawainya bisa ngomong kasar di area luar sedangkan banyak konsumen mana wajahnya ga ramah lagi apa ga di trainning mengenai pelayanan ramah tamah parah,PLACE_NEGATIVE,0,0,0,0,0,0,0,1,0,0,0,0,0
1995,oke bgt tmptnya bajunya bagusmurah2,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
1996,jahitan kurang rapi warna agak pudar mungkin sesuai harga lah,PRODUCT_NEGATIVE|PRICE_NEUTRAL,0,1,0,0,0,1,0,0,0,0,0,0,0
1997,selalu gk salah beli dr tda ini jos worth it lahh,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
1998,belum diliat semoga bagus,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,sesuai dengan pesanan pokoknya recommended lah toko ini,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,baguss tebel bgt tts bahannya dingin pas buat badan kecil,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,the best bahanya beda dari yang lain good material,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,belum pantun udah cakep sehari sampe mantap,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
2003,kualitas produk bagus sesuai dengan pesanan terima kasih,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,ada sobek sedikit dibagian paha kiri,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,bajunya bagus banget bahan tebel,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,5 bintang utk kualitas produk dn layanan penjual,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,koleksi bajunya bagus,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,kualitas produk bahan nya dingin cumn agak tipis,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
2009,sangat bagus kain lembut warna sesuai nyaman di pakai,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,bahannya adem ngak bikin panaskeren,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,pelayanannya sangat ramah tempatnya bersih dan rapi barangnya juga lucu,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,lumayan lengkap untuk kebutuhan,PRODUCT_NEUTRAL,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,aku rekomendasi bgt tmpt beli baju ciwi ciwi disini baguss bgt jujur sesuai sama yang di foto aku beli online bagus bgt ga mengecewakan kalian wajib order model yang lainya,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,kak ini baju kalo jadi orang aku nikahi btw aju mau pesan lagi warna lain haha,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,barangnya bagus bangett bisa bikin member tiap kelipatan 350k,PRODUCT_POSITIVE|PROMOTION_POSITIVE,1,0,0,0,0,0,0,0,0,1,0,0,0
2016,bagus bgt weh sumpahhhh g nyesal ini mah gilakkk,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,bagus warna sesuai kepanjangan dikit,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,kualitas tidak di ragukan di kelas harganya cuman pengiriman aga lama maklum menjelang lebaran kali yaa,PRODUCT_POSITIVE|PRICE_POSITIVE|PRICE_NEGATIVE,1,0,0,1,1,0,0,0,0,0,0,0,0
2019,untuk kualitasnya poll banget fittingnya juga ok,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,pelayanan ramah tempatnya nyaman model bajunya bagus dan harga terjangkau pasti balik lagi sih ini,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
2021,oke bagus banget kemejanya hehe hehe,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,cozy,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,seneng banget hos buka cabang di wirobrajan deket kantor selama ini kalau beli di cabangnya yg kotabaru tempatnya luas nyaman deket sama elita dan jolie beli baju di hos beli jilbab di elita pernak pernik di jolie,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,so far ini yg diluar prediksi bmkg banget nihh awalnya kaya tempat overpriced atau thrifting gaje ternyata kualitas barang nya mantap dengan harga yang masih bisa dijangkau umr local pokoknya wajib di kunjungin kalo bisa jgn terlalu di ekspose takut nanti jadi mahalmahal,PRODUCT_POSITIVE|PRICE_POSITIVE|PLACE_POSITIVE,1,0,0,1,0,0,1,0,0,0,0,0,0
2025,product quality bahan kain halus ukuran pilih xl pas di badan gak kegedean gak kekecilan jahitan rapi overall goods,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
2026,keren bangettebal bahannya tapi adem,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2027,amanah pengiriman jogja ke subang bajunya bagus bagus,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
2028,jujur awal datang sudah kepengen beli tapi qris minimal 50 rb dan tidak ada solusi lainnya akhirnya saya tinggal barang yang awalnya niat mau beli besok besoknya saya isenglah membeli baju di situ lagi diatas 50 rb harganya akhirnya bisa pakai qris tapi tibatiba tanpa pemberitahuan dll harganya tidak sesuai dengan struknya malah dinaikkan sekitar seribu atau berapa yaa dan karena hujan akhirnya saya berteduh dulu karena mau tutup akhirnya semua orang seperti diusir disana dengan pelayan yang nadanya ketus mohon di benahin lagi kedepannya toko baju yang murah ngga cuman toko anda saja,PRICE_POSITIVE|PRICE_NEGATIVE|PLACE_NEGATIVE,0,0,0,1,1,0,0,1,0,0,0,0,0
2029,product quality material tebal halus nyaman dipakai,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2030,kualitas produk bagus untuk harga sesuai sama kualitasnya bahan adem lumayan tebal dan agak berbuluterimakasih,PRODUCT_POSITIVE|PRODUCT_NEGATIVE|PRICE_NEUTRAL,1,1,0,0,0,1,0,0,0,0,0,0,0
2031,kualitas produk kualitas oke tapi kok warna coklat nya bukan coklat ini lebih ke abu2,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
2032,tempatnya nyaman dan ramah untuk ukuran besar pelayanannya juga ramah,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
2033,jaitannya g rapih bnang bnang nya kluar kluar,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
2034,model bagus lengkap,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2035,bahan bagus enak pas di pake cuma mines di packaging kurang kerasa premium aja isinya plastik bening biasa gaada tambahan gituu ucapan atau sticker tpi overall suka,PRODUCT_POSITIVE|PRODUCT_NEGATIVE,1,1,0,0,0,0,0,0,0,0,0,0,0
2036,toko recommended untuk cari outfit harga terjangkau,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
2037,good place,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
2038,brng dah sampe bgus bngt lmbut ccok lah,PRODUCT_POSITIVE|PLACE_POSITIVE,1,0,0,0,0,0,1,0,0,0,0,0,0
2039,jahitan kurang rapi mungkin sesuai harga lah,PRODUCT_NEGATIVE|PRICE_NEUTRAL,0,1,0,0,0,1,0,0,0,0,0,0,0
2040,modelnya mantap ukuran pas,OUT_OF_TOPIC,0,0,0,0,0,0,0,0,0,0,0,0,1
2041,kualitas produk karet pinggang melar nyaman bahan halus tebal,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2042,banyak pembeli dari online shop,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
2043,bajunya bagus bahannya nyaman jahitannya rapi sesuai foto puas belanja disini,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2044,tempat menyenangkan untuk belanja,PLACE_POSITIVE,0,0,0,0,0,0,1,0,0,0,0,0,0
2045,tempat nyaman koleksi lucu harga terjangkau,PRICE_POSITIVE|PLACE_POSITIVE,0,0,0,1,0,0,1,0,0,0,0,0,0
2046,product quality gokil bahannya nyaman mantep pokoknya,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2047,ukurannya pas ukurannya terlalu besar,PRODUCT_POSITIVE,1,0,0,0,0,0,0,0,0,0,0,0,0
2048,koleksi baju dan hijabnya bagus dan kekinian cocok dengan selera anak muda sekarang harga terjangkau puas belanja disini,PRODUCT_POSITIVE|PRICE_POSITIVE,1,0,0,1,0,0,0,0,0,0,0,0,0
2049,tidak sama dengan baju yg pertama,PRODUCT_NEGATIVE,0,1,0,0,0,0,0,0,0,0,0,0,0
